Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2690        -331.5698    -335.0138       3.4439   365.0
0.2695        -331.5773    -335.0308       3.4535   366.0
0.2700        -331.5844    -335.0291       3.4446   365.1
0.2705        -331.5906    -335.0168       3.4262   363.1
0.2710        -331.5977    -335.0129       3.4151   361.9
0.2715        -331.6062    -335.0293       3.4231   362.8
0.2720        -331.6150    -335.0657       3.4507   365.7
0.2725        -331.6244    -335.1169       3.4925   370.1
0.2730        -331.6346    -335.1734       3.5388   375.0
0.2735        -331.6448    -335.2247       3.5799   379.4
0.2740        -331.6557    -335.2630       3.6073   382.3
0.2745        -331.6668    -335.2801       3.6133   382.9
0.2750        -331.6775    -335.2733       3.5958   381.1
0.2755        -331.6879    -335.2506       3.5627   377.6
0.2760        -331.6985    -335.2296       3.5310   374.2
0.2765        -331.7098    -335.2294       3.5195   373.0
0.2770        -331.7228    -335.2590       3.5362   374.8
0.2775        -331.7369    -335.3097       3.5728   378.6
0.2780        -331.7512    -335.3641       3.6129   382.9
0.2785        -331.7663    -335.4059       3.6396   385.7
0.2790        -331.7818    -335.4187       3.6369   385.4
0.2795        -331.7965    -335.3925       3.5961   381.1
0.2800        -331.8113    -335.3320       3.5207   373.1
0.2805        -331.8249    -335.2510       3.4261   363.1
0.2810        -331.8388    -335.1735       3.3347   353.4
0.2815        -331.8530    -335.1206       3.2676   346.3
0.2820        -331.8687    -335.1036       3.2348   342.8
0.2825        -331.8848    -335.1146       3.2298   342.3
0.2830        -331.9006    -335.1341       3.2335   342.7
0.2835        -331.9162    -335.1415       3.2254   341.8
0.2840        -331.9299    -335.1247       3.1948   338.6
0.2845        -331.9432    -335.0895       3.1463   333.4
0.2850        -331.9557    -335.0517       3.0960   328.1
0.2855        -331.9684    -335.0323       3.0639   324.7
0.2860        -331.9823    -335.0433       3.0610   324.4
0.2865        -331.9970    -335.0767       3.0797   326.4
0.2870        -332.0115    -335.1094       3.0979   328.3
0.2875        -332.0251    -335.1169       3.0918   327.7
0.2880        -332.0368    -335.0877       3.0510   323.3
0.2885        -332.0471    -335.0330       2.9860   316.4
0.2890        -332.0565    -334.9795       2.9230   309.8
0.2895        -332.0659    -334.9571       2.8912   306.4
0.2900        -332.0760    -334.9869       2.9109   308.5
0.2905        -332.0873    -335.0709       2.9835   316.2
0.2910        -332.0996    -335.1887       3.0890   327.4
0.2915        -332.1119    -335.3067       3.1948   338.6
0.2920        -332.1239    -335.3940       3.2701   346.6
0.2925        -332.1349    -335.4302       3.2953   349.2
0.2930        -332.1448    -335.4133       3.2684   346.4
0.2935        -332.1531    -335.3603       3.2072   339.9
0.2940        -332.1614    -335.3059       3.1445   333.2
0.2945        -332.1707    -335.2846       3.1139   330.0
0.2950        -332.1811    -335.3128       3.1317   331.9
0.2955        -332.1927    -335.3834       3.1907   338.1
0.2960        -332.2046    -335.4701       3.2655   346.1
0.2965        -332.2160    -335.5414       3.3254   352.4
0.2970        -332.2265    -335.5750       3.3484   354.9
0.2975        -332.2362    -335.5641       3.3279   352.7
0.2980        -332.2455    -335.5167       3.2711   346.7
0.2985        -332.2543    -335.4489       3.1946   338.6
0.2990        -332.2625    -335.3821       3.1196   330.6
0.2995        -332.2710    -335.3395       3.0684   325.2
0.3000        -332.2801    -335.3355       3.0554   323.8
0.3005        -332.2905    -335.3694       3.0789   326.3
0.3010        -332.3015    -335.4212       3.1197   330.6
0.3015        -332.3119    -335.4620       3.1501   333.8
0.3020        -332.3217    -335.4678       3.1462   333.4
0.3025        -332.3297    -335.4269       3.0971   328.2
0.3030        -332.3361    -335.3496       3.0135   319.4
0.3035        -332.3416    -335.2672       2.9256   310.1
0.3040        -332.3474    -335.2165       2.8692   304.1
0.3045        -332.3540    -335.2214       2.8674   303.9
0.3050        -332.3613    -335.2844       2.9230   309.8
0.3055        -332.3692    -335.3914       3.0222   320.3
0.3060        -332.3766    -335.5182       3.1416   332.9
0.3065        -332.3848    -335.6397       3.2549   344.9
0.3070        -332.3933    -335.7265       3.3332   353.2
0.3075        -332.4008    -335.7493       3.3485   354.9
0.3080        -332.4064    -335.6944       3.2880   348.5
0.3085        -332.4103    -335.5782       3.1678   335.7
0.3090        -332.4133    -335.4420       3.0287   321.0
0.3095        -332.4164    -335.3355       2.9190   309.4
0.3100        -332.4205    -335.2979       2.8774   304.9
0.3105        -332.4267    -335.3430       2.9164   309.1
0.3110        -332.4336    -335.4507       3.0171   319.7
0.3115        -332.4402    -335.5805       3.1403   332.8
0.3120        -332.4459    -335.6922       3.2462   344.0
0.3125        -332.4503    -335.7614       3.3110   350.9
0.3130        -332.4544    -335.7848       3.3304   352.9
0.3135        -332.4584    -335.7702       3.3118   351.0
0.3140        -332.4626    -335.7254       3.2628   345.8
0.3145        -332.4668    -335.6554       3.1886   337.9
0.3150        -332.4697    -335.5689       3.0992   328.4
0.3155        -332.4716    -335.4881       3.0166   319.7
0.3160        -332.4732    -335.4455       2.9723   315.0
0.3165        -332.4760    -335.4689       2.9929   317.2
0.3170        -332.4803    -335.5639       3.0836   326.8
0.3175        -332.4860    -335.7079       3.2219   341.4
0.3180        -332.4920    -335.8575       3.3654   356.7
0.3185        -332.4975    -335.9653       3.4678   367.5
0.3190        -332.5016    -336.0017       3.5001   370.9
0.3195        -332.5042    -335.9649       3.4607   366.8
0.3200        -332.5065    -335.8753       3.3688   357.0
0.3205        -332.5090    -335.7630       3.2539   344.8
0.3210        -332.5118    -335.6574       3.1456   333.4
0.3215        -332.5143    -335.5828       3.0685   325.2
0.3220        -332.5175    -335.5583       3.0408   322.3
0.3225        -332.5214    -335.5881       3.0667   325.0
0.3230        -332.5270    -335.6566       3.1296   331.7
0.3235        -332.5325    -335.7249       3.1924   338.3
0.3240        -332.5368    -335.7518       3.2150   340.7
0.3245        -332.5392    -335.7158       3.1766   336.7
0.3250        -332.5399    -335.6246       3.0847   326.9
0.3255        -332.5403    -335.5083       2.9679   314.5
0.3260        -332.5407    -335.4017       2.8611   303.2
0.3265        -332.5414    -335.3315       2.7901   295.7
0.3270        -332.5427    -335.3092       2.7665   293.2
0.3275        -332.5442    -335.3314       2.7871   295.4
0.3280        -332.5457    -335.3821       2.8365   300.6
0.3285        -332.5470    -335.4383       2.8913   306.4
0.3290        -332.5472    -335.4733       2.9261   310.1
0.3295        -332.5462    -335.4709       2.9247   310.0
0.3300        -332.5430    -335.4343       2.8913   306.4
0.3305        -332.5388    -335.3886       2.8497   302.0
0.3310        -332.5356    -335.3650       2.8294   299.9
0.3315        -332.5332    -335.3786       2.8455   301.6
0.3320        -332.5316    -335.4228       2.8912   306.4
0.3325        -332.5292    -335.4746       2.9454   312.1
0.3330        -332.5254    -335.5143       2.9889   316.8
0.3335        -332.5198    -335.5368       3.0170   319.7
0.3340        -332.5136    -335.5554       3.0418   322.4
0.3345        -332.5078    -335.5897       3.0819   326.6
0.3350        -332.5031    -335.6476       3.1445   333.2
0.3355        -332.4989    -335.7175       3.2187   341.1
0.3360        -332.4943    -335.7770       3.2827   347.9
0.3365        -332.4886    -335.8081       3.3195   351.8
0.3370        -332.4825    -335.8065       3.3240   352.3
0.3375        -332.4757    -335.7787       3.3029   350.0
0.3380        -332.4692    -335.7399       3.2707   346.6
0.3385        -332.4631    -335.7043       3.2412   343.5
0.3390        -332.4571    -335.6826       3.2255   341.8
0.3395        -332.4513    -335.6825       3.2313   342.4
0.3400        -332.4456    -335.7090       3.2633   345.8
0.3405        -332.4403    -335.7620       3.3217   352.0
0.3410        -332.4360    -335.8350       3.3989   360.2
0.3415        -332.4321    -335.9074       3.4753   368.3
0.3420        -332.4283    -335.9507       3.5224   373.3
0.3425        -332.4232    -335.9403       3.5171   372.7
0.3430        -332.4169    -335.8726       3.4557   366.2
0.3435        -332.4099    -335.7678       3.3578   355.9
0.3440        -332.4026    -335.6647       3.2621   345.7
0.3445        -332.3963    -335.6081       3.2118   340.4
0.3450        -332.3921    -335.6272       3.2352   342.9
0.3455        -332.3895    -335.7208       3.3314   353.0
0.3460        -332.3877    -335.8596       3.4719   367.9
0.3465        -332.3861    -336.0023       3.6162   383.2
0.3470        -332.3843    -336.1103       3.7260   394.9
0.3475        -332.3822    -336.1555       3.7733   399.9
0.3480        -332.3806    -336.1214       3.7408   396.4
0.3485        -332.3778    -336.0028       3.6250   384.2
0.3490        -332.3735    -335.8192       3.4457   365.2
0.3495        -332.3685    -335.6181       3.2496   344.4
0.3500        -332.3640    -335.4621       3.0981   328.3
0.3505        -332.3626    -335.4027       3.0400   322.2
0.3510        -332.3637    -335.4454       3.0817   326.6
0.3515        -332.3662    -335.5492       3.1830   337.3
0.3520        -332.3675    -335.6508       3.2833   348.0
0.3525        -332.3664    -335.7000       3.3336   353.3
0.3530        -332.3637    -335.6805       3.3169   351.5
0.3535        -332.3603    -335.6060       3.2458   344.0
0.3540        -332.3566    -335.5046       3.1479   333.6
0.3545        -332.3541    -335.4046       3.0505   323.3
0.3550        -332.3517    -335.3245       2.9728   315.1
0.3555        -332.3491    -335.2770       2.9280   310.3
0.3560        -332.3463    -335.2716       2.9252   310.0
0.3565        -332.3441    -335.3123       2.9682   314.6
0.3570        -332.3418    -335.3943       3.0525   323.5
0.3575        -332.3402    -335.5014       3.1611   335.0
0.3580        -332.3381    -335.6047       3.2666   346.2
0.3585        -332.3353    -335.6803       3.3449   354.5
0.3590        -332.3314    -335.7144       3.3830   358.5
0.3595        -332.3268    -335.7077       3.3809   358.3
0.3600        -332.3223    -335.6745       3.3522   355.3
0.3605        -332.3174    -335.6347       3.3173   351.6
0.3610        -332.3139    -335.6091       3.2952   349.2
0.3615        -332.3114    -335.6029       3.2915   348.8
0.3620        -332.3094    -335.6042       3.2948   349.2
0.3625        -332.3074    -335.5921       3.2847   348.1
0.3630        -332.3041    -335.5512       3.2471   344.1
0.3635        -332.3000    -335.4840       3.1839   337.4
0.3640        -332.2958    -335.4034       3.1076   329.3
0.3645        -332.2920    -335.3247       3.0327   321.4
0.3650        -332.2883    -335.2581       2.9698   314.7
0.3655        -332.2845    -335.2108       2.9263   310.1
0.3660        -332.2808    -335.1874       2.9066   308.0
0.3665        -332.2775    -335.1858       2.9083   308.2
0.3670        -332.2734    -335.1952       2.9219   309.7
0.3675        -332.2685    -335.2072       2.9387   311.4
0.3680        -332.2629    -335.2212       2.9583   313.5
0.3685        -332.2567    -335.2426       2.9859   316.4
0.3690        -332.2510    -335.2767       3.0257   320.7
0.3695        -332.2456    -335.3188       3.0732   325.7
0.3700        -332.2399    -335.3533       3.1134   329.9
0.3705        -332.2333    -335.3639       3.1306   331.8
0.3710        -332.2248    -335.3472       3.1224   330.9
0.3715        -332.2157    -335.3200       3.1043   329.0
0.3720        -332.2066    -335.3080       3.1015   328.7
0.3725        -332.1985    -335.3329       3.1344   332.2
0.3730        -332.1910    -335.3982       3.2072   339.9
0.3735        -332.1841    -335.4916       3.3076   350.5
0.3740        -332.1773    -335.5875       3.4102   361.4
0.3745        -332.1697    -335.6572       3.4875   369.6
0.3750        -332.1610    -335.6857       3.5247   373.5
0.3755        -332.1518    -335.6769       3.5251   373.6
0.3760        -332.1424    -335.6498       3.5074   371.7
0.3765        -332.1333    -335.6297       3.4964   370.5
0.3770        -332.1253    -335.6389       3.5136   372.4
0.3775        -332.1186    -335.6889       3.5703   378.4
0.3780        -332.1133    -335.7758       3.6625   388.1
0.3785        -332.1089    -335.8800       3.7711   399.7
0.3790        -332.1050    -335.9750       3.8701   410.1
0.3795        -332.1005    -336.0379       3.9375   417.3
0.3800        -332.0964    -336.0629       3.9664   420.4
0.3805        -332.0933    -336.0547       3.9614   419.8
0.3810        -332.0911    -336.0193       3.9282   416.3
0.3815        -332.0903    -335.9634       3.8730   410.5
0.3820        -332.0899    -335.8923       3.8024   403.0
0.3825        -332.0895    -335.8171       3.7276   395.0
0.3830        -332.0907    -335.7557       3.6650   388.4
0.3835        -332.0933    -335.7154       3.6221   383.9
0.3840        -332.0973    -335.6888       3.5915   380.6
0.3845        -332.1015    -335.6567       3.5552   376.8
0.3850        -332.1060    -335.6003       3.4944   370.3
0.3855        -332.1095    -335.5074       3.3979   360.1
0.3860        -332.1118    -335.3824       3.2706   346.6
0.3865        -332.1131    -335.2496       3.1365   332.4
0.3870        -332.1142    -335.1452       3.0310   321.2
0.3875        -332.1162    -335.1032       2.9870   316.6
